team_a,team_b,avg_batting_a,avg_batting_b,avg_wickets_a,avg_wickets_b,match_date,match_type,winner,winner_a,winner_b,draws
Northern Superchargers,Oval Invincibles,150.0,152.0,6.0,4.0,2023-08-11,T20,Northern Superchargers,0,2,0
Northern Superchargers,Oval Invincibles,150.0,152.0,6.0,4.0,2023-08-11,T20,Northern Superchargers,0,2,0
Kent,Surrey,228.2,220.2,8.4,5.0,2023-08-11,ODM,Kent,0,5,0
Derbyshire,Durham,231.0,320.8,7.0,8.8,2023-08-11,ODM,Durham,0,1,2
London Spirit,Trent Rockets,123.0,134.5,8.0,4.0,2023-08-12,T20,Trent Rockets,0,2,0
Southern Brave,Welsh Fire,134.2,130.8,4.4,7.0,2023-08-12,T20,Southern Brave,4,1,0
Colombo Strikers,Dambulla Aura,182.0,192.0,4.0,6.0,2023-08-12,T20,Dambulla Aura,0,1,0
Colombo Strikers,Dambulla Aura,182.0,192.0,4.0,6.0,2023-08-12,T20,Dambulla Aura,0,1,0
India,West Indies,198.6,159.2,6.8,6.6,2023-08-12,T20,India,2,3,0
London Spirit,Trent Rockets,123.0,134.5,8.0,4.0,2023-08-12,T20,Trent Rockets,0,2,0
B-Love Kandy,Jaffna Kings,118.0,117.0,2.0,9.0,2023-08-12,T20,B-Love Kandy,1,0,0
B-Love Kandy,Jaffna Kings,118.0,117.0,2.0,9.0,2023-08-12,T20,B-Love Kandy,1,0,0
Southern Brave,Welsh Fire,134.2,130.8,4.4,7.0,2023-08-12,T20,Southern Brave,4,1,0
Southern Brave,Welsh Fire,134.2,130.8,4.4,7.0,2023-08-12,T20,Southern Brave,4,1,0
London Spirit,Trent Rockets,123.0,134.5,8.0,4.0,2023-08-12,T20,London Spirit,0,2,0
India,West Indies,198.6,159.2,6.8,6.6,2023-08-12,T20,India,2,3,0
Southern Brave,Welsh Fire,134.2,130.8,4.4,7.0,2023-08-12,T20,Southern Brave,4,1,0
London Spirit,Trent Rockets,123.0,134.5,8.0,4.0,2023-08-12,T20,London Spirit,0,2,0
Warwickshire,Worcestershire,nan,nan,nan,nan,2023-08-13,ODM,Warwickshire,0,0,0
Essex,Yorkshire,239.4,231.75,7.8,9.0,2023-08-13,ODM,Yorkshire,3,0,2
Manchester Originals,Northern Superchargers,176.33333333333334,169.33333333333334,4.0,4.666666666666667,2023-08-13,T20,Manchester Originals,1,2,0
Manchester Originals,Northern Superchargers,176.33333333333334,169.33333333333334,4.0,4.666666666666667,2023-08-13,T20,Manchester Originals,1,2,0
Manchester Originals,Northern Superchargers,176.33333333333334,169.33333333333334,4.0,4.666666666666667,2023-08-13,T20,Northern Superchargers,1,2,0
Manchester Originals,Northern Superchargers,176.33333333333334,169.33333333333334,4.0,4.666666666666667,2023-08-13,T20,Northern Superchargers,1,2,0
Warwickshire,Worcestershire,nan,nan,nan,nan,2023-08-13,ODM,Warwickshire,0,0,0
Birmingham Phoenix,Oval Invincibles,136.0,131.5,6.5,5.0,2023-08-13,T20,Birmingham Phoenix,1,1,0
Nottinghamshire,Surrey,233.0,292.0,4.333333333333333,10.0,2023-08-13,ODM,Surrey,1,0,2
B-Love Kandy,Colombo Strikers,130.0,157.0,8.0,6.0,2023-08-13,T20,Colombo Strikers,0,1,0
B-Love Kandy,Colombo Strikers,130.0,157.0,8.0,6.0,2023-08-13,T20,Colombo Strikers,0,1,0
Kent,Middlesex,182.2,169.2,7.0,6.2,2023-08-13,ODM,Kent,2,3,0
Durham,Northamptonshire,162.25,169.75,6.0,6.75,2023-08-13,ODM,Northamptonshire,2,2,0
Durham,Northamptonshire,162.25,169.75,6.0,6.75,2023-08-13,ODM,Northamptonshire,2,2,0
Kent,Middlesex,182.2,169.2,7.0,6.2,2023-08-13,ODM,Kent,2,3,0
Birmingham Phoenix,Oval Invincibles,136.0,131.5,6.5,5.0,2023-08-13,T20,Oval Invincibles,1,1,0
Hampshire,Leicestershire,nan,nan,nan,nan,2023-08-13,ODM,Leicestershire,0,0,0
Birmingham Phoenix,Oval Invincibles,136.0,131.5,6.5,5.0,2023-08-13,T20,Oval Invincibles,1,1,0
Galle Titans,Jaffna Kings,117.0,120.0,9.0,2.0,2023-08-13,T20,Galle Titans,0,1,0
Nottinghamshire,Surrey,233.0,292.0,4.333333333333333,10.0,2023-08-13,ODM,Surrey,1,0,2
Gloucestershire,Somerset,232.8,175.2,8.0,6.0,2023-08-13,ODM,Gloucestershire,1,2,2
Essex,Yorkshire,239.4,231.75,7.8,9.0,2023-08-13,ODM,Yorkshire,3,0,2
Birmingham Phoenix,Oval Invincibles,136.0,131.5,6.5,5.0,2023-08-13,T20,Birmingham Phoenix,1,1,0
Galle Titans,Jaffna Kings,117.0,120.0,9.0,2.0,2023-08-13,T20,Galle Titans,0,1,0
Hampshire,Leicestershire,nan,nan,nan,nan,2023-08-13,ODM,Leicestershire,0,0,0
Glamorgan,Sussex,213.0,265.2,8.8,8.6,2023-08-13,ODM,Glamorgan,1,1,3
India,West Indies,198.2,158.4,5.0,7.4,2023-08-13,T20,West Indies,3,2,0
India,West Indies,198.2,158.4,5.0,7.4,2023-08-13,T20,West Indies,3,2,0
Gloucestershire,Somerset,232.8,175.2,8.0,6.0,2023-08-13,ODM,Gloucestershire,1,2,2
Glamorgan,Sussex,213.0,265.2,8.8,8.6,2023-08-13,ODM,Glamorgan,1,1,3
Germany,Guernsey,nan,nan,nan,nan,2023-08-14,T20,Germany,0,0,0
Trent Rockets,Welsh Fire,137.0,121.5,3.0,7.0,2023-08-14,T20,Trent Rockets,2,0,0
Germany,Guernsey,nan,nan,nan,nan,2023-08-14,T20,Guernsey,0,0,0
B-Love Kandy,Dambulla Aura,160.0,156.0,3.0,6.0,2023-08-14,T20,Dambulla Aura,1,0,0
Germany,Guernsey,nan,nan,nan,nan,2023-08-14,T20,Guernsey,0,0,0
Leinster Lightning,North-West Warriors,177.4,167.8,6.6,8.4,2023-08-14,ODM,Leinster Lightning,3,2,0
Germany,Guernsey,nan,nan,nan,nan,2023-08-14,T20,Germany,0,0,0
Trent Rockets,Welsh Fire,137.0,121.5,3.0,7.0,2023-08-14,T20,Trent Rockets,2,0,0
B-Love Kandy,Dambulla Aura,160.0,156.0,3.0,6.0,2023-08-14,T20,Dambulla Aura,1,0,0
Ireland,Netherlands,204.0,132.0,5.0,10.0,2023-08-14,T20,Ireland,3,0,0
Leinster Lightning,North-West Warriors,177.4,167.8,6.6,8.4,2023-08-14,ODM,Leinster Lightning,3,2,0
Ireland,Netherlands,204.0,132.0,5.0,10.0,2023-08-14,T20,Ireland,3,0,0
Trent Rockets,Welsh Fire,137.0,121.5,3.0,7.0,2023-08-14,T20,Welsh Fire,2,0,0
Trent Rockets,Welsh Fire,137.0,121.5,3.0,7.0,2023-08-14,T20,Welsh Fire,2,0,0
London Spirit,Oval Invincibles,126.0,126.5,8.25,4.75,2023-08-15,T20,Oval Invincibles,1,3,0
London Spirit,Oval Invincibles,126.0,126.5,8.25,4.75,2023-08-15,T20,London Spirit,1,3,0
London Spirit,Oval Invincibles,126.0,126.5,8.25,4.75,2023-08-15,T20,Oval Invincibles,1,3,0
Surrey,Yorkshire,258.0,257.6,6.6,9.0,2023-08-15,ODM,Yorkshire,4,1,0
Surrey,Yorkshire,258.0,257.6,6.6,9.0,2023-08-15,ODM,Yorkshire,4,1,0
Middlesex,Nottinghamshire,303.0,339.2,7.4,7.8,2023-08-15,ODM,Middlesex,3,0,2
Middlesex,Nottinghamshire,303.0,339.2,7.4,7.8,2023-08-15,ODM,Middlesex,3,0,2
Colombo Strikers,Galle Titans,189.0,188.0,3.0,3.0,2023-08-15,T20,Galle Titans,1,0,0
Colombo Strikers,Galle Titans,189.0,188.0,3.0,3.0,2023-08-15,T20,Galle Titans,1,0,0
Derbyshire,Warwickshire,nan,nan,nan,nan,2023-08-15,ODM,Warwickshire,0,0,0
Essex,Leicestershire,nan,nan,nan,nan,2023-08-15,ODM,Leicestershire,0,0,0
Derbyshire,Warwickshire,nan,nan,nan,nan,2023-08-15,ODM,Warwickshire,0,0,0
Munster Reds,Northern Knights,175.8,197.0,7.2,6.8,2023-08-15,ODM,Northern Knights,2,3,0
London Spirit,Oval Invincibles,126.0,126.5,8.25,4.75,2023-08-15,T20,London Spirit,1,3,0
Essex,Leicestershire,nan,nan,nan,nan,2023-08-15,ODM,Leicestershire,0,0,0
Germany,Guernsey,132.0,131.5,3.0,7.5,2023-08-15,T20,Guernsey,1,1,0
Munster Reds,Northern Knights,175.8,197.0,7.2,6.8,2023-08-15,ODM,Northern Knights,2,3,0
Hampshire,Lancashire,219.4,218.0,9.2,8.4,2023-08-15,ODM,Hampshire,2,2,1
Hampshire,Lancashire,219.4,218.0,9.2,8.4,2023-08-15,ODM,Hampshire,2,2,1
Germany,Guernsey,132.0,131.5,3.0,7.5,2023-08-15,T20,Guernsey,1,1,0
Birmingham Phoenix,Southern Brave,176.0,123.0,4.0,10.0,2023-08-16,T20,Southern Brave,1,0,0
Jamaica Tallawahs,St Lucia Kings,155.5,139.5,8.0,9.0,2023-08-16,T20,Jamaica Tallawahs,1,1,0
Jamaica Tallawahs,St Lucia Kings,155.5,139.5,8.0,9.0,2023-08-16,T20,Jamaica Tallawahs,1,1,0
Birmingham Phoenix,Southern Brave,176.0,123.0,4.0,10.0,2023-08-16,T20,Southern Brave,1,0,0
Birmingham Phoenix,Southern Brave,176.0,123.0,4.0,10.0,2023-08-16,T20,Southern Brave,1,0,0
Northamptonshire,Worcestershire,207.25,194.5,4.75,7.25,2023-08-16,ODM,Worcestershire,2,2,0
Northamptonshire,Worcestershire,207.25,194.5,4.75,7.25,2023-08-16,ODM,Worcestershire,2,2,0
Glamorgan,Gloucestershire,252.2,289.6,5.8,8.0,2023-08-16,ODM,Gloucestershire,2,0,3
Glamorgan,Gloucestershire,252.2,289.6,5.8,8.0,2023-08-16,ODM,Gloucestershire,2,0,3
Ireland,Netherlands,177.0,122.0,3.75,9.75,2023-08-16,T20,Ireland,4,0,0
Birmingham Phoenix,Southern Brave,176.0,123.0,4.0,10.0,2023-08-16,T20,Southern Brave,1,0,0
Ireland,Netherlands,177.0,122.0,3.75,9.75,2023-08-16,T20,Ireland,4,0,0
Lancashire,Surrey,255.8,273.0,7.8,8.2,2023-08-17,ODM,Lancashire,2,1,2
Leinster Lightning,Munster Reds,197.0,194.0,6.4,5.4,2023-08-17,ODM,Munster Reds,2,2,0
Kent,Nottinghamshire,200.5,361.0,10.0,8.0,2023-08-17,ODM,Nottinghamshire,0,2,0
New Zealand,United Arab Emirates,nan,nan,nan,nan,2023-08-17,T20,New Zealand,0,0,0
Ireland,Netherlands,171.2,114.0,4.2,9.8,2023-08-17,T20,Ireland,5,0,0
Manchester Originals,Trent Rockets,128.33333333333334,144.33333333333334,7.333333333333333,5.0,2023-08-17,T20,Manchester Originals,0,3,0
Dambulla Aura,Galle Titans,107.66666666666667,108.0,3.6666666666666665,4.666666666666667,2023-08-17,T20,Dambulla Aura,1,0,0
Lancashire,Surrey,255.8,273.0,7.8,8.2,2023-08-17,ODM,Lancashire,2,1,2
Dambulla Aura,Galle Titans,107.66666666666667,108.0,3.6666666666666665,4.666666666666667,2023-08-17,T20,Dambulla Aura,1,0,0
B-Love Kandy,Jaffna Kings,148.0,143.5,5.0,7.5,2023-08-17,T20,B-Love Kandy,2,0,0
Barbados Royals,St Lucia Kings,168.5,130.0,5.5,5.0,2023-08-17,T20,St Lucia Kings,2,0,0
Barbados Royals,St Lucia Kings,168.5,130.0,5.5,5.0,2023-08-17,T20,St Lucia Kings,2,0,0
B-Love Kandy,Jaffna Kings,148.0,143.5,5.0,7.5,2023-08-17,T20,B-Love Kandy,2,0,0
Durham,Somerset,342.0,333.0,10.0,10.0,2023-08-17,ODM,Somerset,1,0,0
Manchester Originals,Trent Rockets,128.33333333333334,144.33333333333334,7.333333333333333,5.0,2023-08-17,T20,Trent Rockets,0,3,0
Leinster Lightning,Munster Reds,197.0,194.0,6.4,5.4,2023-08-17,ODM,Munster Reds,2,2,0
Durham,Somerset,342.0,333.0,10.0,10.0,2023-08-17,ODM,Somerset,1,0,0
Manchester Originals,Trent Rockets,128.33333333333334,144.33333333333334,7.333333333333333,5.0,2023-08-17,T20,Trent Rockets,0,3,0
Hampshire,Yorkshire,270.6,255.6,8.0,10.2,2023-08-17,ODM,Hampshire,5,0,0
Manchester Originals,Trent Rockets,128.33333333333334,144.33333333333334,7.333333333333333,5.0,2023-08-17,T20,Manchester Originals,0,3,0
Ireland,Netherlands,171.2,114.0,4.2,9.8,2023-08-17,T20,Ireland,5,0,0
Kent,Nottinghamshire,200.5,361.0,10.0,8.0,2023-08-17,ODM,Nottinghamshire,0,2,0
Hampshire,Yorkshire,270.6,255.6,8.0,10.2,2023-08-17,ODM,Hampshire,5,0,0
New Zealand,United Arab Emirates,nan,nan,nan,nan,2023-08-17,T20,New Zealand,0,0,0
Leicestershire,Middlesex,253.6,266.8,9.6,7.8,2023-08-18,ODM,Leicestershire,1,4,0
India,Ireland,163.66666666666666,127.66666666666667,5.333333333333333,3.6666666666666665,2023-08-18,T20,India,3,0,0
Leicestershire,Middlesex,253.6,266.8,9.6,7.8,2023-08-18,ODM,Leicestershire,1,4,0
Gloucestershire,Sussex,191.4,246.2,7.8,7.2,2023-08-18,ODM,Gloucestershire,1,2,2
Gloucestershire,Sussex,191.4,246.2,7.8,7.2,2023-08-18,ODM,Gloucestershire,1,2,2
India,Ireland,163.66666666666666,127.66666666666667,5.333333333333333,3.6666666666666665,2023-08-18,T20,India,3,0,0
Malta,Romania,169.25,169.75,5.0,5.75,2023-08-18,T20,Malta,2,2,0
Northamptonshire,Warwickshire,440.3333333333333,486.5,6.666666666666667,7.0,2023-08-18,ODM,Warwickshire,0,0,3
Derbyshire,Worcestershire,349.6,273.6,8.8,6.6,2023-08-18,ODM,Worcestershire,1,3,1
Derbyshire,Worcestershire,349.6,273.6,8.8,6.6,2023-08-18,ODM,Worcestershire,1,3,1
London Spirit,Northern Superchargers,134.5,135.0,5.0,4.5,2023-08-18,T20,Northern Superchargers,1,1,0
London Spirit,Northern Superchargers,134.5,135.0,5.0,4.5,2023-08-18,T20,London Spirit,1,1,0
London Spirit,Northern Superchargers,134.5,135.0,5.0,4.5,2023-08-18,T20,Northern Superchargers,1,1,0
Malta,Romania,169.25,169.75,5.0,5.75,2023-08-18,T20,Malta,2,2,0
Northamptonshire,Warwickshire,440.3333333333333,486.5,6.666666666666667,7.0,2023-08-18,ODM,Warwickshire,0,0,3
London Spirit,Northern Superchargers,134.5,135.0,5.0,4.5,2023-08-18,T20,London Spirit,1,1,0
Malta,Romania,168.0,168.2,4.4,6.6,2023-08-19,T20,Malta,3,2,0
B-Love Kandy,Galle Titans,150.0,147.0,7.5,7.5,2023-08-19,T20,B-Love Kandy,1,1,0
Birmingham Phoenix,Trent Rockets,136.33333333333334,136.0,4.0,6.333333333333333,2023-08-19,T20,Trent Rockets,2,1,0
Birmingham Phoenix,Trent Rockets,136.33333333333334,136.0,4.0,6.333333333333333,2023-08-19,T20,Trent Rockets,2,1,0
St Kitts and Nevis Patriots,Trinbago Knight Riders,163.0,156.0,6.0,7.0,2023-08-19,T20,no result,1,0,0
Oval Invincibles,Southern Brave,129.33333333333334,130.33333333333334,5.0,7.0,2023-08-19,T20,Southern Brave,2,1,0
New Zealand,United Arab Emirates,155.0,136.0,6.0,10.0,2023-08-19,T20,United Arab Emirates,1,0,0
B-Love Kandy,Galle Titans,150.0,147.0,7.5,7.5,2023-08-19,T20,B-Love Kandy,1,1,0
Oval Invincibles,Southern Brave,129.33333333333334,130.33333333333334,5.0,7.0,2023-08-19,T20,Oval Invincibles,2,1,0
Malta,Romania,168.0,168.2,4.4,6.6,2023-08-19,T20,Malta,3,2,0
New Zealand,United Arab Emirates,155.0,136.0,6.0,10.0,2023-08-19,T20,United Arab Emirates,1,0,0
Oval Invincibles,Southern Brave,129.33333333333334,130.33333333333334,5.0,7.0,2023-08-19,T20,Southern Brave,2,1,0
Guyana Amazon Warriors,St Lucia Kings,178.5,177.5,4.0,6.0,2023-08-19,T20,no result,2,0,0
Oval Invincibles,Southern Brave,129.33333333333334,130.33333333333334,5.0,7.0,2023-08-19,T20,Oval Invincibles,2,1,0
Malta,Romania,168.0,168.2,4.4,6.6,2023-08-19,T20,Romania,3,2,0
Malta,Romania,168.0,168.2,4.4,6.6,2023-08-19,T20,Romania,3,2,0
Birmingham Phoenix,Trent Rockets,136.33333333333334,136.0,4.0,6.333333333333333,2023-08-19,T20,Trent Rockets,2,1,0
Birmingham Phoenix,Trent Rockets,136.33333333333334,136.0,4.0,6.333333333333333,2023-08-19,T20,Trent Rockets,2,1,0
Hampshire,Surrey,188.8,190.0,6.4,6.2,2023-08-20,ODM,Hampshire,1,4,0
B-Love Kandy,Dambulla Aura,151.0,159.0,6.5,6.5,2023-08-20,T20,B-Love Kandy,1,1,0
Hampshire,Surrey,188.8,190.0,6.4,6.2,2023-08-20,ODM,Hampshire,1,4,0
B-Love Kandy,Dambulla Aura,151.0,159.0,6.5,6.5,2023-08-20,T20,B-Love Kandy,1,1,0
Glamorgan,Somerset,139.0,143.75,8.0,3.75,2023-08-20,ODM,Glamorgan,0,4,0
Malta,Romania,155.6,153.6,5.2,7.8,2023-08-20,T20,Romania,3,2,0
Lancashire,Middlesex,nan,nan,nan,nan,2023-08-20,ODM,Lancashire,0,0,0
India,Ireland,134.5,130.5,4.5,4.5,2023-08-20,T20,India,4,0,0
Leicestershire,Yorkshire,267.8,261.4,7.8,7.2,2023-08-20,ODM,Leicestershire,3,2,0
Durham,Warwickshire,227.0,275.0,10.0,6.0,2023-08-20,ODM,Durham,0,1,0
Durham,Warwickshire,227.0,275.0,10.0,6.0,2023-08-20,ODM,Durham,0,1,0
Leicestershire,Yorkshire,267.8,261.4,7.8,7.2,2023-08-20,ODM,Leicestershire,3,2,0
Lancashire,Middlesex,nan,nan,nan,nan,2023-08-20,ODM,Lancashire,0,0,0
Glamorgan,Somerset,139.0,143.75,8.0,3.75,2023-08-20,ODM,Glamorgan,0,4,0
India,Ireland,134.5,130.5,4.5,4.5,2023-08-20,T20,India,4,0,0
London Spirit,Welsh Fire,139.0,129.0,4.0,9.0,2023-08-20,T20,Welsh Fire,2,0,0
Derbyshire,Northamptonshire,193.2,192.0,5.0,6.2,2023-08-20,ODM,Derbyshire,3,2,0
Manchester Originals,Northern Superchargers,163.8,156.4,5.0,5.6,2023-08-20,T20,Manchester Originals,2,3,0
Derbyshire,Northamptonshire,193.2,192.0,5.0,6.2,2023-08-20,ODM,Derbyshire,3,2,0
Malta,Romania,155.6,153.6,5.2,7.8,2023-08-20,T20,Romania,3,2,0
New Zealand,United Arab Emirates,148.5,140.0,7.0,6.5,2023-08-20,T20,New Zealand,1,1,0
London Spirit,Welsh Fire,139.0,129.0,4.0,9.0,2023-08-20,T20,Welsh Fire,2,0,0
Manchester Originals,Northern Superchargers,163.8,156.4,5.0,5.6,2023-08-20,T20,Manchester Originals,2,3,0
London Spirit,Welsh Fire,139.0,129.0,4.0,9.0,2023-08-20,T20,Welsh Fire,2,0,0
New Zealand,United Arab Emirates,148.5,140.0,7.0,6.5,2023-08-20,T20,New Zealand,1,1,0
Essex,Kent,255.6,233.8,6.6,7.6,2023-08-20,ODM,Kent,3,1,1
Malta,Romania,155.6,153.6,5.2,7.8,2023-08-20,T20,Romania,3,2,0
Essex,Kent,255.6,233.8,6.6,7.6,2023-08-20,ODM,Kent,3,1,1
Rwanda,Uganda,79.4,99.6,10.0,4.6,2023-08-20,T20,Uganda,0,5,0
Rwanda,Uganda,79.4,99.6,10.0,4.6,2023-08-20,T20,Uganda,0,5,0
London Spirit,Welsh Fire,139.0,129.0,4.0,9.0,2023-08-20,T20,Welsh Fire,2,0,0
Manchester Originals,Northern Superchargers,163.8,156.4,5.0,5.6,2023-08-20,T20,Manchester Originals,2,3,0
Manchester Originals,Northern Superchargers,163.8,156.4,5.0,5.6,2023-08-20,T20,Manchester Originals,2,3,0
Tanzania,Uganda,124.4,153.2,8.4,6.8,2023-08-20,T20,Uganda,1,4,0
Sussex,Worcestershire,340.0,348.8,8.6,8.2,2023-08-20,ODM,Worcestershire,0,0,5
Sussex,Worcestershire,340.0,348.8,8.6,8.2,2023-08-20,ODM,Worcestershire,0,0,5
Tanzania,Uganda,124.4,153.2,8.4,6.8,2023-08-20,T20,Uganda,1,4,0
Malta,Romania,155.6,153.6,5.2,7.8,2023-08-20,T20,Romania,3,2,0
Oval Invincibles,Trent Rockets,135.5,146.5,5.0,6.0,2023-08-21,T20,Oval Invincibles,1,1,0
Tanzania,Uganda,143.4,147.4,8.2,7.2,2023-08-21,T20,Tanzania,1,4,0
Tanzania,Uganda,143.4,147.4,8.2,7.2,2023-08-21,T20,Tanzania,1,4,0
Oval Invincibles,Trent Rockets,135.5,146.5,5.0,6.0,2023-08-21,T20,Oval Invincibles,1,1,0
Oval Invincibles,Trent Rockets,135.5,146.5,5.0,6.0,2023-08-21,T20,Oval Invincibles,1,1,0
Oval Invincibles,Trent Rockets,135.5,146.5,5.0,6.0,2023-08-21,T20,Oval Invincibles,1,1,0
Sussex,Warwickshire,306.0,310.0,7.0,6.0,2023-08-22,ODM,Warwickshire,0,1,0
Sussex,Warwickshire,306.0,310.0,7.0,6.0,2023-08-22,ODM,Warwickshire,0,1,0
Rwanda,Tanzania,107.6,134.2,7.8,6.8,2023-08-22,T20,Tanzania,1,4,0
Rwanda,Tanzania,107.6,134.2,7.8,6.8,2023-08-22,T20,Tanzania,1,4,0
Hong Kong,Nepal,112.0,109.0,3.0,6.0,2023-08-22,T20,Nepal,1,0,0
Essex,Surrey,238.0,213.8,9.4,7.4,2023-08-22,ODM,Surrey,1,2,2
Northern Superchargers,Welsh Fire,114.0,118.5,5.0,5.0,2023-08-22,T20,Welsh Fire,1,1,0
Middlesex,Yorkshire,nan,nan,nan,nan,2023-08-22,ODM,Middlesex,0,0,0
Hampshire,Kent,243.4,193.6,9.2,7.6,2023-08-22,ODM,Hampshire,0,3,1
Hampshire,Kent,243.4,193.6,9.2,7.6,2023-08-22,ODM,Hampshire,0,3,1
Northern Superchargers,Welsh Fire,114.0,118.5,5.0,5.0,2023-08-22,T20,Welsh Fire,1,1,0
Durham,Gloucestershire,316.6,292.6,6.6,9.6,2023-08-22,ODM,Gloucestershire,4,1,0
Durham,Gloucestershire,316.6,292.6,6.6,9.6,2023-08-22,ODM,Gloucestershire,4,1,0
Lancashire,Nottinghamshire,247.4,212.0,7.8,7.4,2023-08-22,ODM,Lancashire,2,1,2
Lancashire,Nottinghamshire,247.4,212.0,7.8,7.4,2023-08-22,ODM,Lancashire,2,1,2
Northern Superchargers,Welsh Fire,114.0,118.5,5.0,5.0,2023-08-22,T20,Northern Superchargers,1,1,0
Essex,Surrey,238.0,213.8,9.4,7.4,2023-08-22,ODM,Surrey,1,2,2
Derbyshire,Somerset,74.0,265.0,10.0,5.0,2023-08-22,ODM,Somerset,0,1,0
Derbyshire,Somerset,74.0,265.0,10.0,5.0,2023-08-22,ODM,Somerset,0,1,0
Northern Superchargers,Welsh Fire,114.0,118.5,5.0,5.0,2023-08-22,T20,Northern Superchargers,1,1,0
Middlesex,Yorkshire,nan,nan,nan,nan,2023-08-22,ODM,Middlesex,0,0,0
Kuwait,Malaysia,158.0,163.0,9.0,7.0,2023-08-22,T20,Malaysia,0,1,0
Glamorgan,Northamptonshire,221.0,225.0,10.0,4.0,2023-08-22,ODM,Glamorgan,0,1,0
Hong Kong,Nepal,112.0,109.0,3.0,6.0,2023-08-22,T20,Nepal,1,0,0
Rwanda,Uganda,87.2,115.2,9.8,5.2,2023-08-22,T20,Uganda,0,5,0
Rwanda,Uganda,87.2,115.2,9.8,5.2,2023-08-22,T20,Uganda,0,5,0
Glamorgan,Northamptonshire,221.0,225.0,10.0,4.0,2023-08-22,ODM,Glamorgan,0,1,0
Kuwait,Malaysia,158.0,163.0,9.0,7.0,2023-08-22,T20,Malaysia,0,1,0
Jamaica Tallawahs,St Kitts and Nevis Patriots,161.0,124.5,3.5,5.0,2023-08-23,T20,Jamaica Tallawahs,1,1,0
Manchester Originals,Southern Brave,157.5,128.0,5.5,7.5,2023-08-23,T20,Southern Brave,1,1,0
Manchester Originals,Southern Brave,157.5,128.0,5.5,7.5,2023-08-23,T20,Southern Brave,1,1,0
Manchester Originals,Southern Brave,157.5,128.0,5.5,7.5,2023-08-23,T20,Southern Brave,1,1,0
Kuwait,Nepal,82.0,107.0,7.0,4.0,2023-08-23,T20,Nepal,0,1,0
Hong Kong,Malaysia,118.0,108.0,7.333333333333333,8.0,2023-08-23,T20,Hong Kong,2,1,0
Hong Kong,Malaysia,118.0,108.0,7.333333333333333,8.0,2023-08-23,T20,Hong Kong,2,1,0
Kuwait,Nepal,82.0,107.0,7.0,4.0,2023-08-23,T20,Nepal,0,1,0
Jamaica Tallawahs,St Kitts and Nevis Patriots,161.0,124.5,3.5,5.0,2023-08-23,T20,Jamaica Tallawahs,1,1,0
Manchester Originals,Southern Brave,157.5,128.0,5.5,7.5,2023-08-23,T20,Southern Brave,1,1,0
Birmingham Phoenix,London Spirit,111.0,111.0,9.5,6.0,2023-08-24,T20,Birmingham Phoenix,1,1,0
Birmingham Phoenix,London Spirit,111.0,111.0,9.5,6.0,2023-08-24,T20,London Spirit,1,1,0
Birmingham Phoenix,London Spirit,111.0,111.0,9.5,6.0,2023-08-24,T20,Birmingham Phoenix,1,1,0
Jersey,Netherlands,nan,nan,nan,nan,2023-08-24,T20,Netherlands,0,0,0
Jersey,Netherlands,nan,nan,nan,nan,2023-08-24,T20,Netherlands,0,0,0
Birmingham Phoenix,London Spirit,111.0,111.0,9.5,6.0,2023-08-24,T20,London Spirit,1,1,0
Tanzania,Uganda,148.2,148.8,7.8,6.8,2023-08-24,T20,Uganda,2,3,0
Myanmar,Singapore,nan,nan,nan,nan,2023-08-24,T20,Myanmar,0,0,0
Tanzania,Uganda,148.2,148.8,7.8,6.8,2023-08-24,T20,Uganda,2,3,0
Rwanda,Uganda,91.2,130.8,9.8,5.2,2023-08-24,T20,Uganda,0,5,0
Rwanda,Uganda,91.2,130.8,9.8,5.2,2023-08-24,T20,Uganda,0,5,0
Guyana Amazon Warriors,St Kitts and Nevis Patriots,162.0,163.0,6.0,6.0,2023-08-24,T20,Guyana Amazon Warriors,0,1,0
Guyana Amazon Warriors,St Kitts and Nevis Patriots,162.0,163.0,6.0,6.0,2023-08-24,T20,Guyana Amazon Warriors,0,1,0
Jersey,Netherlands,nan,nan,nan,nan,2023-08-24,T20,Netherlands,0,0,0
Jersey,Netherlands,nan,nan,nan,nan,2023-08-24,T20,Netherlands,0,0,0
Myanmar,Singapore,nan,nan,nan,nan,2023-08-24,T20,Myanmar,0,0,0
Denmark,Sweden,109.0,110.0,10.0,0.0,2023-08-25,T20,Sweden,0,1,0
Hong Kong,Kuwait,134.66666666666666,120.33333333333333,5.666666666666667,9.333333333333334,2023-08-25,T20,Hong Kong,3,0,0
Rwanda,Tanzania,122.2,135.8,8.2,6.6,2023-08-25,T20,Tanzania,1,4,0
Tanzania,Uganda,149.4,161.6,8.0,6.0,2023-08-25,T20,Uganda,2,3,0
Tanzania,Uganda,149.4,161.6,8.0,6.0,2023-08-25,T20,Uganda,2,3,0
Denmark,Sweden,109.0,110.0,10.0,0.0,2023-08-25,T20,Sweden,0,1,0
Gloucestershire,Lancashire,253.0,479.0,8.25,8.5,2023-08-25,ODM,Gloucestershire,0,1,2
Gloucestershire,Lancashire,253.0,479.0,8.25,8.5,2023-08-25,ODM,Gloucestershire,0,1,2
Malaysia,Nepal,87.4,93.8,5.0,6.4,2023-08-25,T20,Malaysia,2,3,0
