player_id,teams
033e9d59,['Switzerland']
0348f9a5,"['Ireland, Leinster, Ireland Academy']"
034b4b7d,"['India, Rajasthan Cricket Association President's XI, Indian Board President's XI, Kings XI Punjab, Punjab']"
034d3c52,['Argentina']
03521fd3,"['Marylebone Cricket Club Young Cricketers, Sydney Thunder, Durham 2nd XI, Canterbury, New Zealand']"
035cb925,"['Western Province Boland, Western Province, Nottinghamshire, Mumbai Indians, Lancashire, Warriors, South Africa, Eastern Province, Africa XI']"
036b8660,['']
036dcf9b,['Belgium']
0371cc19,['Seychelles']
0372c4c5,"['Bijapur Bulls, Gulbarga Mystics, Hubli Tigers, Karnataka']"
037429dc,"['Western Australia, Perth Scorchers']"
037bf4eb,['Malaysia']
037f2b86,"['Trailblazers, Bangladesh']"
03806cf8,"['St George, Australian Capital Territory, New South Wales Second XI, Mumbai Indians, New South Wales Country, PJ Cummins' XI, Royal Challengers Bangalore, Brad Haddin XII, Sydney Sixers, New South Wales, Australian Institute of Sport, AJ Finch's XI, Australia, Chennai Super Kings']"
0388d3bd,['Zimbabwe']
038ff851,['Hyderabad (India)']
039168c7,['Cyprus']
0393fbdc,['Finland']
0398f255,['']
0398fc0f,['Sweden']
039cabd9,['Fiji']
039f8170,['Japan']
03a83c50,"['MI Emirates, Sri Lanka, Jaffna, Tamil Union Cricket and Athletic Club, Sunrisers Hyderabad, Chattogram Challengers, Jaffna Kings']"
03ae720f,"['Ahmedabad Rockets, Mashonaland, Cricket Australia Chairman's XI, ICL World XI, Netherlands, Sussex, Zimbabwe, Western Australia, Warriors, Western Australia Second XI, Subiaco-Floreat, ACB Chairman's XI']"
03b09a26,"['New Zealand, Canterbury']"
03b9ec54,['Gibraltar']
03be7a88,['Arunachal Pradesh']
03beb59f,['Mexico']
03c29939,"['Mumbai Indians, Punjab']"
03c94c2f,['Croatia']
03c98aa6,['Staffordshire']
03cb8ee0,['Bangladesh']
03ce169b,"['Sui Gas Corporation of Pakistan, Pakistan National Shipping Corporation, Hyderabad (Pakistan)']"
03d3dd8e,"['VRA Cricket, Netherlands, Voorburg CC']"
03d70cd8,"['Nigeria, West Africa']"
03d9e80f,['Isle of Man']
03da3399,['Austria']
03df7a25,"['Warwickshire, Manchester Originals (Men), Glamorgan, Surrey 2nd XI, Welsh Fire (Men), Surrey']"
03ecfde2,['Germany']
03ef382c,['Mozambique']
03f1a623,['China']
03fb10bd,['Rwanda']
03fb73e8,['Japan']
03ff4a44,"['Gemcon Khulna, Cricket Coaching School, Barisal Division, Fortune Barishal, South Zone (Bangladesh)']"
040206a2,['Nigeria']
04029c44,"['Hong Kong, Gujranwala Cricket Association']"
0404d43c,"['Gazi Group Chattogram, Bangladesh, North Zone (Bangladesh), Rajshahi Royals, Surrey Jaguars, Dhaka Gladiators, Jamaica Tallawahs, Comilla Victorians, Rangpur Division, Kolkata Knight Riders, Galle Titans, East Zone (Bangladesh)']"
040a03a6,['China']
040f11e8,['Papua New Guinea']
0410f8b0,['Leinster']
0420f51f,['United States of America']
04381402,"['South East Stars, Oval Invincibles, England Academy, Rubies, Surrey Stars, Kent']"
043e9623,"['Lancashire 2nd XI, Lancashire']"
0441a1f5,['Jersey']
04420914,['Malawi']
0443414a,"['Bangladesh, North Zone (Bangladesh), Barisal Division, Rangpur Division, Victoria Sporting Club']"
04539335,['Bahamas']
045cd23a,['France']
045e73c2,['Spain']
0475a86b,"['Queensland, Australia, Brisbane Heat, Trinbago Knight Riders, Welsh Fire, Delhi Capitals']"
047945ae,['Namibia']
047c67ba,"['Islamabad Cricket Association, Ireland, Pakistan, Pakistan International Airlines, Sussex, Lahore Badshahs, Surrey']"
047d293e,['']
047d9032,"['New South Wales, Leicestershire, Tasmania, Australia']"
047e80ca,"['Durdanto Dhaka, Partex Sporting Club']"
047fc26e,['Arunachal Pradesh']
0480aba6,"['Maharashtra, Bangladesh, Chittagong Kings, Prime Bank Cricket Club, Chattogram Challengers, Sylhet Division, UCB-BCB Eleven, East Zone (Bangladesh)']"
0482c3ad,['Ireland']
04855b85,['Estonia']
048da365,['Germany']
048fcf8d,['Eswatini']
0494fa6e,"['Kerala, Mumbai Indians, Royal Challengers Bangalore, Sunrisers Hyderabad, Delhi Capitals']"
04a418e8,"['India, Assam, Rajasthan Royals']"
04a5b56e,"['Western Province, Gauteng, Boland, University Sports South Africa XI, South Africa, Cape Cobras']"
04ab1575,['Serbia']
04bc296f,['Bermuda']
04cd8289,['Nagaland']
04cd872b,"['England, Essex, Essex 2nd XI']"
04cf2e94,['Cayman Islands']
04df9697,['Portugal']
04e0cdec,['Uganda']
04e145f4,['Mozambique']
04e5a38a,"['Thunder, Lancashire']"
04ea0c3c,['Japan']
04ed04d2,['Kuwait']
04ef663a,"['Western Australia, Perth Scorchers, Australia']"
04f0d409,['']
04f201cc,['HCC']
04f4f2e1,"['Rawalpindi, United Arab Emirates']"
04ff561c,['Oman']
05026222,['Uganda']
050492b0,"['India Red, India, Asia XI, Bengal, East Zone']"
050bdc77,['Maldives']
05257527,['Panama']
05273929,['']
0539e735,"['New South Wales, Sydney Sixers, Australia']"
053b66e4,['Mongolia']
053dc208,['']
053f3ce3,['Papua New Guinea']
0544b8a9,['Myanmar']
054bf55d,"['Ruhuna, Sri Lanka, Panadura Sports Club, Moors Sports Club, Tamil Union Cricket and Athletic Club, Abahani Limited, Sylhet Division, Ragama Cricket Club, Bloomfield Cricket and Athletic Club, Colts Cricket Club']"
054fc648,['Mizoram']
055328c3,['Munster Reds']
0557a636,['Guyana']
055be93a,"['Sydney Sixers, Adelaide Strikers, Australia']"
055e8d7b,"['University Sports South Africa XI, Lions, North West']"
05625364,"['Rood en Wit, Netherlands']"
056b433b,['Saudi Arabia']
056f58dd,['Bermuda']
057dc519,['Cayman Islands']
05911fef,"['Sydney Thunder, Tasmania']"
05978f8d,['Saudi Arabia']
059ec7a5,['Botswana']
05b1aef8,"['Wellington, New Zealand, Otago']"
05b2f5ff,['United States of America']
05bb5fcf,"['Sri Lanka, Colts Cricket Club, Marians Ladies, Colombo Young Cricket Club']"
05bb7c55,['France']
05c2ca46,"['Northern Superchargers (Men), Sunrisers Eastern Cape, Dubai Capitals, St Lucia Zouks, Netherlands, Brisbane Heat, Northerns, Royal Challengers Bangalore, Somerset, South Africa, London Spirit (Men), Team Abu Dhabi, Welsh Fire (Men), Delhi Daredevils, Barbados Royals, Titans']"
05c7a444,['Baroda']
05cbd606,['Sunrisers']
05cf8905,['Denmark']
05d1964e,['Cambodia']
05d4c10d,['New Zealand']
05d74535,"['Antigua Hawksbills, Islamabad Cricket Association, Worcestershire, Pakistan, Dhaka Gladiators, Islamabad United, Khan Research Labs, Zarai Taraqiati Bank Limited, Faisalabad, Water and Power Development Authority']"
05d9e607,['Jammu & Kashmir']
05d9faac,['Nepal']
05da443b,"['Multan, Agriculture Development Bank of Pakistan, Pakistan Cricket Board Blues, North of Pakistan, Pakistan, Lahore Lions, Sui Northern Gas Pipelines Limited']"
05de1a5a,"['Ireland, Surrey 2nd XI, Derbyshire, Surrey']"
05e0fab5,"['Auckland, New Zealand, Canterbury, Warwickshire']"
05ea0342,['Indonesia']
05f1cff9,['Italy']
05f85159,['Northern Knights']
05f96194,"['Scotland, Northern Superchargers (Men), Derbyshire 2nd XI, Durham 2nd XI, Leicestershire 2nd XI, Desert Vipers']"
0604ef16,"['Kolkata Knight Riders, India, Railways, Deccan Chargers']"
0605de92,"['New Zealand XI, Essex, Otago, Worcestershire, New Zealand']"
06209a4c,"['Namibia, North West']"
0626d312,['']
0637aa94,"['Bangladesh, Sylhet Super Stars, Cricket Coaching School, Prime Bank Cricket Club, Sylhet Division, Sylhet Thunder, Mohammedan Sporting Club, Dhaka Division, Chittagong Vikings, Sylhet Royals']"
063870fc,['United States of America']
063b3673,"['Gujarat Giants, Rajasthan, Rajasthan Cricket Association President's XI, Rajasthan Royals, Delhi Giants']"
063d0e83,['Gambia']
063e8671,['Germany']
0655d7d3,['Singapore']
065c35fc,['']
06653fcc,"['Pakistan, Amazons']"
06659caa,"['South Africa Emerging Players, North West, South Africa']"
0677d2ad,"['Jamaica, West Indies, Jamaica Tallawahs, West Indies B']"
067bda18,"['Derbyshire 2nd XI, Derbyshire, England, Nottinghamshire']"
0680ff7f,['Greece']
068c47d2,"['Scotland, Herefordshire']"
068d27fe,['North-West Warriors']
068fe71c,['Hobart Hurricanes']
0697b5a1,['Belize']
06989091,['Zambia']
069c55b1,"['Kent, Kent 2nd XI, Essex 2nd XI, Suffolk']"
069fbf56,['']
06a9d298,['Canada']
06adaa46,"['India, United States of America, Andhra']"
06ae90c9,['Guernsey']
06b387f1,['Lesotho']
06b45b20,['Sweden']
06b766f4,['St Helena']
06b8bdb3,['Gambia']
06bcade5,['Oman']
06bcb7e6,['Zambia']
06be92a7,['Maldives']
06c2de82,"['Trent Rockets (Men), Sharjah Warriors, Peshawar Zalmi, Somerset 2nd XI, Karachi Kings, Brisbane Heat, Bangla Tigers, Somerset, Devon, Islamabad United, Rangpur Rangers, England, Joburg Super Kings']"
06cad4f0,"['Sharjah Warriors, United Arab Emirates, New York Strikers, Abu Dhabi Knight Riders, Team Abu Dhabi']"
06cbeba1,['']
06da3abc,['Chile']
06deb88a,['Netherlands']
06e649a0,['Ireland']
06f988b8,"['Hobart Hurricanes, New South Wales, Sydney Thunder, Australia']"
06fc82b8,"['Zimbabwe, Mid West Rhinos, Bangla Tigers']"
070bd2b9,"['India, Andhra']"
07160156,['Mexico']
071cec83,['Vanuatu']
07248d8e,['Ireland']
0725d3d2,"['Easterns, South Africa']"
0730a707,['Papua New Guinea']
073126d6,['Tanzania']
073ef5a0,['Czech Republic']
07485bb9,"['Slimline Sport Club, Colombo Cricket Club, Marians Ladies, Sri Lanka']"
074acfb4,"['MI Emirates, United Arab Emirates, Pakistan, Lahore Eagles, Lahore Lions, Team Abu Dhabi, Lahore Shalimar']"
074e37b9,['']
075d569e,['Manipur']
075e9f9c,"['Barisal Division, Bangladesh']"
07687c15,"['United Arab Emirates, Northern Warriors, Sialkot Stallions, Lahore Qalandars, Deccan Gladiators']"
0771bb8c,['Australian Capital Territory']
0773c16a,"['MI Cape Town, Northerns, South Africa']"
07793daf,['Central Districts']
077da288,['Rajasthan']
0785b683,"['Hong Kong, Northern Districts']"
078c4e60,['Mozambique']
078d1eb5,['Bulgaria']
078f166f,['Colts Cricket Club']
078ffbf2,"['Derbyshire 2nd XI, Leicestershire, England Development Programme, Staffordshire, England']"
079d9bdc,"['HBS, Netherlands']"
07a67c50,"['Dhaka Division, Bangladesh, BCB Select XI, Chittagong Division']"
07ac9c54,['France']
07b6c3c1,"['Colombo Kings, Sri Lanka, Galle Gladiators, Nondescripts Cricket Club, Dambulla Sixers, Colombo Cricket Club, Sri Lanka Emerging Team']"
07b6f54c,"['Western Australia, United Arab Emirates']"
07c15419,['']
07c8a2f4,"['Marylebone Cricket Club Young Cricketers, Cumberland, Lancashire 2nd XI, Lancashire, Northamptonshire']"
07d6ffca,['South Korea']
07e5bda2,['Lesotho']
07f0cb7a,['']
07ff32f5,['Oman']
080bbb6e,['Austria']
0811b0cb,['Belgium']
0813a8b1,['Malta']
0816fb1e,"['Sydney Thunder, Tasmania, Australian Capital Territory, Australia']"
0825e4b3,['Thailand']
0827b38d,"['Gauteng, Northern Cape, North West, Easterns, South Africa, Lions, Titans']"
08320616,['India']
08323d6b,['Canada']
0834996c,['Chandigarh']
0837bb5f,['Hungary']
083c2d59,['Chhattisgarh']
083e01d9,"['Abu Dhabi, United Arab Emirates, Bombay Deccan, Bangla Tigers, Abu Dhabi Knight Riders, Chennai Braves']"
084708eb,['Himachal Pradesh']
0848ac5f,['Tanzania']
085071f2,['Chile']
0853d18a,['Turkey']
08548b13,"['B-Love Kandy, Colombo, Sylhet Strikers, Sri Lanka, Tamil Union Cricket and Athletic Club, Colombo Cricket Club, Kandy Falcons']"
085c1a4c,['Finland']
0861a8d6,['Odisha']
0867d81f,"['Boland, North West']"
086f5984,"['Middlesex, Peshawar Zalmi, Pakistan, Abbottabad Rhinos, Lancashire, Abbottabad, Rangpur Rangers, Multan Sultans']"
087210b1,"['Northern Superchargers (Men), Paarl Royals, Gauteng, Lions, Lancashire, Cape Cobras, South Africa XI, South Africa, South Western Districts, Lahore Qalandars']"
0877eba5,['Malaysia']
0882b3f1,['Namibia']
088f22fd,['Rwanda']
0890552f,"['Karnataka, Bijapur Bulls, Mangalore United, Gujarat Titans, Shivamogga Lions']"
08918f07,"['Leicestershire, Leicestershire 2nd XI']"
0891ca09,"['Canterbury 'B', Canterbury, Pub Charities XI, Auckland, New Zealand']"
0894ec27,['Oman']
089aec60,['Guernsey']
089e1c2a,['Japan']
089ebf89,['Tanzania']
08a11820,['Tripura']
08a349ac,['Andhra']
08a4f9ad,"['Antigua Hawksbills, Kandy Warriors, Antigua and Barbuda, Sagicor High Performance Centre, Leeward Islands, St Kitts and Nevis Patriots, Sylhet Sunrisers, West Indies, Barbados Royals']"
08a935b0,"['Marylebone Cricket Club Universities, Cardiff MCCU, Glamorgan 2nd XI']"
08aae164,"['Middlesex, Yorkshire Diamonds, Yorkshire']"
08bae9d5,"['Badureliya Sports Club, Police Sports Club, Sri Lanka, Sri Lanka Board President's XI, Nondescripts Cricket Club, Chilaw Marians Cricket Club, Tamil Union Cricket and Athletic Club, Singha Sports Club']"
08c8c151,['Mozambique']
08deefa3,['Chile']
08df0bd3,['Botswana']
08f04bc3,['Saudi Arabia']
08fda2e1,['']
090c0213,['Scotland']
090f9211,"['Central Zone (Bangladesh), Bangladesh, Khulna Royal Bengals, Bangladesh Cricket Board Green, Dhaka Division']"
090f96e4,['Rwanda']
091001f8,"['Welsh Fire, Wales Minor Counties']"
091880f7,['Mexico']
091a7550,['Middlesex']
091cd172,['Wiltshire']
09298aca,"['Jharkhand, Delhi Capitals, Gujarat Giants']"
092ccf20,['Kenya']
0939c670,"['Kenya XI, Kenya, Coast Pekee, Africa XI']"
093ae70b,"['Marylebone Cricket Club Young Cricketers, Pakistan Customs, Afghanistan, Southern Superstars, Marylebone Cricket Club']"
0940c7e0,"['Surrey 2nd XI, Surrey']"
0942d272,"['Karnataka, United States of America']"
094942b3,['Namibia']
09497f5a,"['Lions, Gauteng, North West, South Africa']"
096149b4,['Greece']
096601c5,['Ivory Coast']
0966797b,['Cayman Islands']
098229a5,"['Western Australia, New South Wales, Durham 2nd XI']"
098a757c,"['Sharjah Warriors, Brampton Wolves, New York Strikers, United Arab Emirates']"
099135ad,"['Desert Vipers, Deccan Gladiators, United Arab Emirates']"
0994d0ae,"['Tamil Nadu Districts XI, Rest of India, South Zone, TNCA President's XI, India B, India, India C, Salem Spartans, Sunrisers Hyderabad, IDream Tiruppur Tamizhans, India Cements, Gujarat Titans, Delhi Daredevils, Lyca Kovai Kings, Tamil Nadu, Chepauk Super Gillies, Chennai Super Kings']"
0996f198,['Serbia']
09a341f9,"['Tamil Nadu, Nellai Royal Kings']"
09a3f653,['Saurashtra']
09a58e2d,['Zimbabwe']
09a6cce7,['Singapore']
09a71776,['Maharashtra']
09a9d073,"['Antigua Hawksbills, Toronto Nationals, Northern Warriors, St Lucia Kings, Durban's Super Giants, Multan Sultans, Jamaica Tallawahs, Rangpur Riders, Sylhet Thunder, Comilla Victorians, Delhi Bulls, Kolkata Knight Riders, Quetta Gladiators, St Lucia, Sharjah Warriors, Jaffna Stallions, Windward Islands, West Indies, Barbados Royals']"
09bad297,['Thailand']
09bea436,['Sierra Leone']
09c07ae4,['Fiji']
09c30c43,['Japan']
09c766ec,['Bahrain']
09cb47d4,"['Orissa Cricket Association XI, Orissa']"
09cbca15,['Bhutan']
09e86895,['']
09ea761c,['Tripura']
0a01e891,['China']
0a0c7efd,['China']
0a10b268,['']
0a12e736,"['Middlesex, Gloucestershire, Sussex, Buckinghamshire, Middlesex 2nd XI, Surrey, Sussex 2nd XI, Gloucestershire 2nd XI']"
0a15f357,['Sweden']
0a2184d9,"['Galle Marvels, Sri Lanka, Kandy, Galle Gladiators, Galle, Colombo Stars, Northern Warriors, Chennai Braves, Colts Cricket Club, Sri Lanka Team']"
0a2d45b0,"['Galle Marvels, Sri Lanka, Dambulla, Colombo Cricket Club, Sri Lanka Emerging Team, Kandy Falcons']"
0a3049c5,"['Independents, Richmond, South Australia, Victoria']"
0a396666,"['Derbyshire 2nd XI, Derbyshire']"
0a3d54b9,"['Rest of India, India Emerging Players, Australian Centre of Excellence, Rajasthan Royals, Baroda, Delhi, Madras Rubber Factory, Australian Institute of Sport, Jharkhand, India, Royal Challengers Bangalore, Kings XI Punjab, India B, Gujarat Titans, Kolkata Knight Riders, Durham, India Green, India Red, Delhi Daredevils']"
0a4735b4,"['Wellington, Auckland, New Zealand']"
0a4736eb,"['United Bank Limited, St Kitts and Nevis Patriots, Jamaica Tallawahs, Punjab (Pakistan), Barbados Tridents, New York Strikers, Sui Gas Corporation of Pakistan, Hobart Hurricanes, Vancouver Knights, B-Love Kandy, Pokhara Rhinos, Peshawar Zalmi, Edmonton Royals, Sind, Dhaka Platoon, Faisalabad, Danube Lions, Faisalabad Region, Pakistan, Islamabad United, Cape Town Blitz']"
0a476045,"['Rest of India, Mumbai Indians, India Emerging Players, North Zone, Delhi, Deccan Chargers, India Blue, Delhi Capitals, UWI Vice Chancellor's XI, India, Indian Board President's XI, Sunrisers Hyderabad, India Masters, Punjab Kings, India B, India Green, India Red, Mumbai, India Seniors']"
0a4c6dfd,"['ICL Pakistan XI, Peshawar, Islamabad, Pakistan, Pakistan Railways, Quetta, Lahore Badshahs, Allied Bank']"
0a4ebc61,"['Middlesex, Lions, Rajasthan Royals, Berkshire, Border, Warriors, South Africa, Kent, Cape Cobras']"
0a509d6b,"['Kolkata Knight Riders, India, Kings XI Punjab, Uttar Pradesh']"
0a5718ef,['Cyprus']
0a67aec0,"['India, Rest of India, Bengal, Royal Challengers Bangalore']"
0a7c6649,"['Hampshire 2nd XI, Derbyshire 2nd XI, Derbyshire, Hampshire']"
0a8fce53,"['Gazi Group Chattogram, Bangladesh, Mumbai Indians, Dambulla Sixers, Comilla Victorians, Abahani Limited, Rajasthan Royals, Sussex, South Zone (Bangladesh), Khulna Division, Rangpur Rangers, Sunrisers Hyderabad, Lahore Qalandars, Delhi Capitals, Chennai Super Kings']"
0a951319,"['New Zealand, Canterbury']"
0a9d8b61,"['RR Sarwan's XI, UWI Vice Chancellor's XI, West Indies Cricket Board President's XI, Barbados Tridents, Sagicor High Performance Centre, Barbados, BCA President's XI, Bravo XI, West Indies, New York Warriors, St Kitts and Nevis Patriots']"
0aa14354,['']
0aadc906,"['India Red, Mumbai Indians, India, Bhilwara Kings, Rajasthan Royals, Baroda']"
0ab3c788,['United States of America']
0ab42b8d,['Jersey']
0ab90734,['']
0abc33ff,['Kuwait']
0abf3da7,['Japan']
0ac067e8,['Guernsey']
0ac96579,['Bhutan']
0acc34fe,"['Sri Lanka, Sri Lanka Board President's XI, Basnahira North, Moors Sports Club, North Central Province, Bloomfield Cricket and Athletic Club, Sinhalese Sports Club, Colts Cricket Club']"
0aedbfd4,"['Guyana, United States of America']"
0af3426f,"['Maharashtra, Nagaland, India Red, Pune Warriors, Kolkata Knight Riders']"
0af4a90b,"['Melbourne Stars, Sydney Sixers, Australian Capital Territory']"
0b0cc297,"['Guyana Amazon Warriors, Sylhet Strikers, Bangladesh']"
0b130202,"['Nottinghamshire, Canterbury, Northern Districts, New Zealand, Chandigarh Lions, ICC World XI']"
0b211a32,['Bhutan']
0b2a170a,['Ireland']
0b37840b,"['Scotland, Leicestershire']"
0b40a82a,['Rajasthan']
0b48776e,['Ireland']
0b581ed6,['Jersey']
0b60eb09,"['South Africa Academy, KwaZulu-Natal, Rajasthan Royals, Durban's Super Giants, Fortune Barishal, South Africa, Dolphins, Barbados Royals']"
0b69a844,"['Gujarat Giants, Ireland, Manchester Originals, Melbourne Stars, Sydney Sixers, Sapphires, Trent Rockets, Australia']"
